,ts_code,name,enname,classify,list_date,delist_date
381,ADI,,ANALOG DEVICES,EQ,19730102,NaT
382,ADIA,,ADIA NUTRITION,EQ,20020927,NaT
383,ADIL,,ADIAL PHARMACEUTICALS,EQ,20180727,NaT
384,ADKIL,,ADKINS ENERGY,EQ,20150218,NaT
385,ADKT,,ADIRONDACK TST.,EQ,19750131,NaT
386,ADLDY,,ADBRI ADR 1:4,ADR,20180712,NaT
387,ADLI,,AMERICAN MED.TECHS.,EQ,19910618,NaT
388,ADM,,ARCHER DANIELS MIDLAND,EQ,19620702,NaT
389,ADMA,,ADMA BIOLOGICS,EQ,20131017,NaT
390,ADMG,,ADAMANT DRI PROC.&.MRLS. GP.,EQ,20120724,NaT
391,ADMLF,,ADRIATIC METALS CDI(OTC),EQ,20190716,NaT
392,ADMNF,,ADMIRAL ACQUISITION(OTC),EQ,20231228,NaT
393,ADMQ,,ADM ENDEAVORS,EQ,20200205,NaT
394,ADMRF,,ADMIRALTY RESOURCES(OTC),EQ,20140113,NaT
395,ADMT,,ADM TRONICS UNLIMITED,EQ,19790215,NaT
396,ADN,,ADVENT TECHNOLOGIES HOLDINGS A,EQ,20190123,NaT
397,ADNT,,ADIENT,EQ,20161017,NaT
398,ADNWW,,ADVENT TECHS.HDG. EQ. WARRT.EXP 3RD FEB 202,EQ,20200805,NaT
399,ADOCY,,ADOCIA SPONSORED ADR 1:1,ADR,20140818,NaT
400,ADOIF,,ADOCIA (OTC),EQ,20201214,
401,ADOOY,,PT ADARO EN.INDO. TBK UNSP.ADR 1:50,ADR,20100507,NaT
402,ADP,,AUTOMATIC DATA PROC.,EQ,19670626,NaT
403,ADPPF,,ADLER GROUP (OTC),EQ,20171102,NaT
404,ADPT,,ADAPTIVE BIOTECHNOLOGIES,EQ,20190627,NaT
405,ADPXF,,AUDIO PIXELS (OTC) HOLDINGS,EQ,20111128,NaT
406,ADPXY,,AUDIO PIXELS HDG.SPN. ADR 1:1,ADR,20110707,NaT
407,ADRLF,,ADAVALE RESOURCES (OTC),EQ,20210728,NaT
408,ADRNY,,KON.AHOLD DLHZ.N V SPN. ADR 1:1,ADR,19900719,NaT
409,ADRT,,AULT DISRUPTIVE TECHNOLOGIES,EQ,20220209,NaT
410,ADRT.U,,AULT DISRUPTIVE TECHNOLOGIES UNITS,EQ,20211216,NaT
411,ADRZF,,ANDRITZ (OTC),EQ,20140113,NaT
412,ADRZY,,ANDRITZ UNSP.ADR 5:1,ADR,20100908,NaT
413,ADSE,,ADS TEC ENERGY,ADR,20210310,NaT
414,ADSEW,,ADS TEC EN.EQ. WARRT.EXP 22ND DEC 2026,ADR,20210310,NaT
415,ADSGF,,ADESSO (OTC),EQ,20200807,NaT
416,ADSK,,AUTODESK,EQ,19850628,NaT
417,ADST,,ADSTAR,EQ,20000118,NaT
418,ADSV,,ALLIED SCTY.INNVNS.,EQ,19950810,NaT
419,ADT,,ADT,EQ,20180119,NaT
420,ADTC,,ADVD.DEPOSITION TECHS.,EQ,19930910,NaT
421,ADTH,,ADTHEORENT HOLDING COMPANY,EQ,20210420,NaT
422,ADTLF,,ADRIATIC METALS (OTC),EQ,20210526,NaT
423,ADTN,,ADTRAN HOLDINGS,EQ,19940809,NaT
424,ADTR,,ALLIANCE MEDIA HOLDINGS,EQ,20030715,NaT
425,ADTTF,,ADVANTEST (OTC),EQ,20140113,NaT
426,ADTX,,ADITXT,EQ,20200630,NaT
427,ADUS,,ADDUS HOMECARE,EQ,20091028,NaT
428,ADV,,ADVANTAGE SOLUTIONS A,EQ,20190909,NaT
429,ADVCD,,ADVANT-E,EQ,20000919,
430,ADVM,,ADVERUM BIOTCHS.,EQ,20140731,NaT
431,ADVNF,,ADVANCE ZINCTEK (OTC),EQ,20240312,NaT
432,ADVOF,,ADTRAN NETWORKS (OTC),EQ,20140113,NaT
433,ADVT,,ADVANTIS,EQ,19890130,NaT
434,ADVWW,,ADVG.SLTN.EQ.WARRT. EXP 28TH OCT 2025,EQ,20200810,NaT
435,ADVZF,,ADVENTUS MINING (OTC),EQ,20180828,NaT
436,ADWPF,,ANDREW PELLER 'A' (OTC),EQ,20140113,NaT
437,ADWYF,,ADWAYS (OTC),EQ,20240524,NaT
438,ADXDF,,ADEX MINING (OTC),EQ,20140113,NaT
439,ADXN,,ADDEX THERAPEUTICS ADR 1:120,ADR,20200129,NaT
440,ADXRF,,ADX ENERGY (OTC),EQ,19870325,NaT
441,ADXS,,AYALA PHARMACEUTICALS,EQ,20050726,NaT
442,ADYEY,,ADYEN UNSPONSORED NETHERL 100 ADR 100:1,ADR,20191003,NaT
443,ADYRF,,ADYTON RESOURCES (OTC),EQ,20210916,NaT
444,ADYX,,ADYNXX,EQ,20120725,NaT
445,ADYYF,,ADYEN (OTC),EQ,20180615,NaT
446,ADZZF,,ADV.RESIDENCE INV. (OTC),EQ,20110316,NaT
447,AE,,ADAMS RES.& EN.,EQ,19750131,NaT
448,AEAE,,ALTENERGY ACQUISITION A,EQ,20211213,NaT
449,AEAEU,,ALTENERGY ACQUISITION UNITS,EQ,20211029,NaT
450,AEAEW,,ALTENERGY ACQ.EQ. WARRT. EXP 29TH OCT 2026,EQ,20211213,NaT
451,AEBMY,,ANADOLU EFES BIRACILIK VE MALT ADR 5:1,ADR,20010109,NaT
452,AEBZY,,ANADOLU EFES BIRACILIK VE MALT S ADR 5:1,ADR,20130405,NaT
453,AECFF,,ACTION ENERGY (OTC),EQ,20140113,NaT
454,AECLY,,AE CI ADR 1:1,ADR,19740319,NaT
455,AECX,,ACADIA ENERGY,EQ,20040719,NaT
456,AEDC,,AMERICAN ENERGY DEV.,EQ,20111011,NaT
457,AEDFF,,AEDIFICA (OTC),EQ,20200224,NaT
458,AEE,,AMEREN,EQ,19750102,NaT
459,AEEI,,AMERICAN ENV.ENERGY,EQ,20000816,NaT
460,AEEX,,ASIA EQUITY EXCHANGE GROUP,EQ,20160614,
461,AEFSF,,AEFFE (OTC),EQ,20240402,NaT
462,AEG,,AEGON NV.ADR.1:1,ADR,19850628,NaT
463,AEGBF,,AEGIRBIO (OTC),EQ,20230419,NaT
464,AEGOF,,AEGON (OTC),EQ,20140113,NaT
465,AEGXF,,AECON GROUP (OTC),EQ,19600101,NaT
466,AEGY,,ALTERNATIVE EN.PARTNERS,EQ,20090629,NaT
467,AEHL,,ANTELOPE ENTERPRISE HOLDINGS A,EQ,20101103,NaT
468,AEHR,,AEHR TEST SYS.,EQ,19970815,NaT
469,AEI,,ALSET,EQ,20201124,NaT
470,AEIS,,ADVANCED ENERGY INDS.,EQ,19951116,NaT
471,AEL,,AMERICAN EQ.INV.LF.HLDG.,EQ,20031126,NaT
472,AELIY,,ANADOLU HAYAT EKLK. AS UNSP.TURKEY ADR 1:4,ADR,20140707,NaT
473,AELTF,,ADACEL TECHNOLOGIES(OTC),EQ,20140113,NaT
474,AEM,,AGNICO-EAGLE MNS. (NYS),EQ,19740319,NaT
475,AEMD,,AETHLON MED.,EQ,20000404,NaT
476,AEMFF,,AEM HOLDINGS (OTC),EQ,20240425,NaT
477,AEMMF,,A2A (OTC),EQ,20140113,NaT
478,AEMMY,,A2A SPA UNSPONSORED ITALY ADR 1:5,ADR,20130621,NaT
479,AENG,,ADVANCED ENGINE TECHS.,EQ,19971219,NaT
480,AENT,,ALLIANCE ENTERTAINMENT HOLDING A,EQ,20210324,NaT
481,AENZ,,AENZA AMERICAN DEPOSITARY SHARES 1:15,EQ,20130724,
482,AEO,,AMER.EAG.OUTFITTERS,EQ,19940414,NaT
483,AEOJF,,AEON FINL.SVS. (OTC),EQ,20140113,NaT
484,AEON,,PRIVETERRA ACQUISITION A,EQ,20210412,NaT
485,AEONWS,,AE.BIOPHA.EQ.WARRT.(ASE) EXP 21ST JL.2028,EQ,20210415,NaT
486,AEOXF,,ADP (OTC),EQ,20130402,NaT
487,AEP,,AMER.ELEC.PWR.,EQ,19620702,NaT
488,AEPLF,,ANGLO-EASTERN (OTC) PLTNS.,EQ,20140113,NaT
489,AEPPZ,,AMERICAN ELEC PWR UNITS,EQ,20200812,
490,AEPT,,AMERICAN ENERGY PARTNERS,EQ,20041215,NaT
491,AER,,AERCAP HOLDINGS N V,EQ,20061121,NaT
492,AERG,,APPLIED ENERGETICS,EQ,20120724,NaT
493,AERN,,AER EN.RES.,EQ,19930701,NaT
494,AERS,,AERIUS,EQ,20050719,NaT
495,AERT,,AERIES TECHNOLOGY A,EQ,20211217,NaT
496,AERTW,,AERIES TECH.EQ. WARRT. EXP 6 NOV.2028,EQ,20211221,NaT
497,AES,,AES,EQ,19910626,NaT
498,AESI,,ATLAS ENERGY SOLUTIONS,EQ,20230309,NaT
499,AESO,,ATLANTIC ENERGY SLTN.,EQ,20050411,NaT
500,AESUU,,AES UNITS,EQ,20210305,
501,AETHF,,AETHER GLOBAL (OTC) INNOVATIONS,EQ,20171212,NaT
502,AETLF,,AERIS ENVIRONMENTAL(OTC),EQ,20200626,NaT
503,AETUF,,ARC RESOURCES (OTC),EQ,20061228,NaT
504,AEVA,,AEVA TECHNOLOGIES,EQ,20200227,NaT
505,AEVIF,,AEVIS VICTORIA (OTC),EQ,20230705,NaT
506,AEXAF,,ATOS ORIGIN (OTC),EQ,20140113,NaT
507,AEXAY,,ATOS ORIGIN UNSP.ADR 5:1,ADR,20150415,NaT
508,AEXE,,AIM EXPLORATION,EQ,20141016,NaT
509,AEXFF,,AMINEX PLC. (OTC),EQ,20140113,NaT
510,AEYE,,AUDIOEYE,EQ,20130426,NaT
511,AEYGQ,,ADDVANTAGE TECHNOLOGIES GROUP,EQ,19910827,NaT
512,AEZS,,AETERNA ZENTARIS (NAS),EQ,19951219,NaT
513,AFAR,,AURA FAT PROJECTS ACQUISITION A,EQ,20220603,NaT
514,AFARU,,AURA FAT PROJECTS ACQUISITION UNITS,EQ,20220413,NaT
515,AFARW,,AURA FAT PRJS.ACQ. EQ. WARRT.31 MAR 2027,EQ,20220603,NaT
516,AFBG,,AMERICAN FIBER GRN.PRDS.,EQ,20101008,
517,AFBI,,AFFINITY BANCSHARES,EQ,20170428,NaT
518,AFBOF,,AFN.RAINBOW MRLS. (OTC),EQ,20150513,NaT
519,AFCG,,AFC GAMMA,EQ,20210319,NaT
520,AFCJF,,AFC AJAX (OTC),EQ,20150814,NaT
521,AFCL,,AMCOR FINANCIAL,EQ,20110111,NaT
522,AFDG,,AFRICAN DISCOVERY GROUP,EQ,20120109,NaT
523,AFFCF,,AMERICAN FUTURE (OTC) FUEL,EQ,20110414,NaT
524,AFFL,,AFFILIATED RES.,EQ,19990204,NaT
525,AFFN,,AFFINITY NETWORKS,EQ,20011119,NaT
526,AFFU,,AFFLUENCE,EQ,20061214,NaT
527,AFFY,,AFFYMAX,EQ,20061214,NaT
528,AFG,,AMERICAN FINL.GP.OHIO,EQ,19781114,NaT
529,AFGVF,,AGFA-GEVAERT (OTC),EQ,20140113,NaT
530,AFGVY,,AGFA-GEVAERT UNSP.ADR 1:2,ADR,20110719,NaT
531,AFHIF,,ATLAS FINL HLDGS,EQ,20130212,NaT
532,AFIB,,ACUTUS MEDICAL,EQ,20200807,NaT
533,AFIIQ,,ARMSTRONG FLOORING,EQ,20160317,NaT
534,AFIPA,,AMFI,EQ,19721214,NaT
535,AFJK,,AIMEI HEALTH TECHNOLOGY,EQ,20240122,NaT
536,AFJKU,,AIMEI HEALTH TECHNOLOGY UNITS,EQ,20231204,NaT
537,AFL,,AFLAC,EQ,19730823,NaT
538,AFLYY,,AIR FRANCE ADS ADR 10:1,ADR,20040505,NaT
539,AFMD,,AFFIMED,EQ,20140912,NaT
540,AFMJF,,ALPHAMIN RESOURCES (OTC),EQ,20140113,NaT
541,AFML,,AEROFOAM METALS,EQ,19980210,NaT
542,AFNL,,AMFIN FINANCIAL,EQ,19950713,NaT
543,AFOM,,ALL FOR ONE MEDIA,EQ,20101012,NaT
544,AFPW,,ALUMIFUEL POWER,EQ,20120724,NaT
545,AFRAF,,AIR FRANCE-KLM (OTC),EQ,20140113,NaT
546,AFRI,,FORAFRIC GLOBAL,EQ,20210205,NaT
547,AFRIW,,FORAFRIC GLEQ. WARRT.EXP 9TH JE.2027,EQ,20210205,NaT
548,AFRM,,AFFIRM HOLDINGS A,EQ,20210113,NaT
549,AFRMF,,ALPHAFORM,EQ,20140207,NaT
550,AFTM,,AFTERMASTER,EQ,20120809,NaT
551,AFTR,,AFTERNEXT HEALTHTECH ACQUISITION A,EQ,20211004,
552,AFTR.U,,AFTERNEXT HEALTHTECH ACQ.RED.UTS.A,EQ,20210812,
553,AFTWS,,ARK7 PROPERTIES PLUS LLC  ETF,EQ,20240404,NaT
554,AFXXF,,AFRY (OTC),EQ,20190207,NaT
555,AFYA,,AFYA,EQ,20190719,NaT
556,AFYG,,AFFINITY GOLD,EQ,20100604,NaT
557,AG,,FIRST MAJESTIC (NYS) SILVER,EQ,20101215,NaT
558,AGAC,,AFRICAN GOLD ACQUISITION A,EQ,20210325,
559,AGAC.U,,AFRICAN GOLD ACQUISITION UNITS,EQ,20210226,
560,AGAE,,ALLIED GAMING AND ENTERTAINMENT,EQ,20171025,NaT
561,AGBA,,AGBA GROUP HOLDING,EQ,20190731,NaT
562,AGBIF,,ATLAS GLOBAL BRANDS(OTC),EQ,20230420,NaT
563,AGCCF,,GENSOURCE POTASH (OTC),EQ,19600101,NaT
564,AGCO,,AGCO,EQ,19920416,NaT
565,AGCZ,,ANDES GOLD,EQ,19960214,NaT
566,AGDXF,,ANTIOQUIA GOLD,EQ,19600101,NaT
567,AGDY,,AGRI-DYNAMICS,EQ,19930915,NaT
568,AGEN,,AGENUS,EQ,20000204,NaT
569,AGESF,,AGEAS (OTC),EQ,20140113,NaT
570,AGESY,,AGEAS SPONSORED BELGIUM ADR 1:1,ADR,20010109,NaT
571,AGFAF,,DIGICANN VENTURES (OTC),EQ,20150714,NaT
572,AGFMF,,AGF MANAGEMENT 'B' (OTC),EQ,20140113,NaT
573,AGFY,,AGRIFY,EQ,20210128,NaT
574,AGGFF,,TOUBANI RESOURCES,EQ,19600101,
575,AGGG,,ANTILLA GROUP,EQ,20180212,NaT
576,AGGHF,,AGRIOS GLOBAL HOLDINGS,EQ,20190221,NaT
577,AGGI,,ALLIED ENERGY,EQ,19981014,NaT
578,AGGZF,,AG GROWTH INTL. (OTC),EQ,19600101,NaT
579,AGI,,ALAMOS GOLD 'A' (NYS),EQ,20061228,NaT
580,AGILQ,,AGILETHOUGHT A (OTC),EQ,20200114,NaT
581,AGIN,,AMERICAN GRAPHITE TECHS.,EQ,20160602,NaT
582,AGIO,,AGIOS PHARMACEUTICALS,EQ,20130724,NaT
583,AGL,,AGILON HEALTH,EQ,20210415,NaT
584,AGLAF,,T2 METALS (OTC),EQ,19600101,NaT
585,AGLDF,,AUSTRAL GOLD (OTC),EQ,20171121,NaT
586,AGLFF,,ANGELALIGN (OTC) TECHNOLOGY,EQ,20240226,NaT
587,AGLNF,,AGL ENERGY (OTC),EQ,20140113,NaT
588,AGLT,,ANGEL TELECOM,EQ,19950327,NaT
589,AGLWQ,,AGILETHOUGHT EQUITY WARRANT,EQ,20200803,NaT
590,AGLXY,,AGL ENERGY ADR 1:1,ADR,20100504,NaT
591,AGLY,,ATLANTIS GLORY,EQ,20190916,NaT
592,AGM,,FED.AGRI.MGE.NV.C,EQ,19940103,NaT
593,AGM.A,,FEDERAL AGRI.MGE.'A',EQ,19940127,NaT
594,AGMH,,AGM GROUP HOLDINGS A,EQ,20180418,NaT
595,AGMJF,,ALGOMA CENTRAL (OTC),EQ,20140113,NaT
596,AGMPRD,,FED.AGRI.MGE.5 700 NON CUM.PREF. SR.D,EQ,20190509,NaT
597,AGMPRE,,FED.AGRI.MGE.5 750 NON CUM.PREF. SR.E,EQ,20200515,NaT
598,AGMPRF,,FED.AGRIC MTG 5 250 NON CUM.PREF. SR.F,EQ,20200814,NaT
599,AGMPRG,,FED.AGRI.MGE.4 875 NON CUM.PREF. SR.G,EQ,20210521,NaT
600,AGMRF,,SILVER MOUNTAIN (OTC) RESOURCES,EQ,20220629,NaT
601,AGNC,,AGNC INVESTMENT REIT,EQ,20080513,NaT
602,AGNCL,,AGNC INVT DEP,EQ,20220913,NaT
603,AGNCM,,AGNC INVESTMENT 1000 DS,EQ,20190228,NaT
604,AGNCN,,AGNC INVT 1000 DS,EQ,20170818,NaT
605,AGNCO,,AGNC INVESTMENT DS,EQ,20190930,NaT
606,AGNCP,,AGNC INVT 1000 DEP,EQ,20200205,NaT
607,AGNMF,,AGRONOMICS (OTC),EQ,20200925,NaT
608,AGNPF,,ALGERNON (OTC) PHARMACEUTICALS A,EQ,20160311,NaT
609,AGNY,,AGAVENNY,EQ,20090528,NaT
610,AGO,,ASSURED GUARANTY,EQ,20040420,NaT
611,AGOAF,,ABENGOA B SHARES (OTC),EQ,20130219,NaT
612,AGORF,,AGORA HOSPITALITY (OTC) GROUP,EQ,20221125,NaT
613,AGPL,,APPLE GREEN HOLDING,EQ,20121129,
614,AGPPF,,ANGLO PLATINUM (OTC),EQ,20140113,NaT
615,AGPYF,,AGILE PROPERTY HDG.(OTC),EQ,20051205,NaT
616,AGPYY,,AGILE GROUP HOLDINGS ADR 1:50,ADR,20110807,NaT
617,AGR,,AVANGRID,EQ,20151217,NaT
618,AGRDF,,MINNOVA (OTC),EQ,20131223,NaT
619,AGREF,,ORPHEUS URANIUM NL (OTC),EQ,20140113,NaT
620,AGRI,,AGRIFORCE GROWING SYSTEMS,EQ,20210708,NaT
621,AGRIP,,AGRIBANK FCB FXD.TO FR. SR.A NON CUM.STK.,EQ,20171219,
622,AGRIW,,AGRIFORCE GRW.SYS. EQ. WARRT.EXP 12 JL.2024,EQ,20210708,NaT
623,AGRO,,ADECOAGRO,EQ,20110128,NaT
624,AGRPF,,ABSA GROUP (OTC),EQ,20170609,NaT
625,AGRPY,,ABSA GROUP ADR 1:2,ADR,20030718,NaT
626,AGRS,,AGRISTAR,EQ,19890331,NaT
627,AGRUF,,AF GRUPPEN 'A' (OTC),EQ,20120910,NaT
628,AGRX,,AGILE THERAPEUTICS,EQ,20140523,NaT
629,AGS,,PLAYAGS,EQ,20180126,NaT
630,AGSS,,AMERIGUARD SECURITY SERVICES,EQ,20140718,NaT
631,AGSVF,,ARGENTUM SILVER (OTC),EQ,20120328,NaT
632,AGTEF,,AGTECH HOLDINGS (OTC),EQ,20140812,NaT
633,AGTI,,AGILITI,EQ,20210423,NaT
634,AGTK,,AGRITEK HOLDINGS,EQ,19980514,NaT
635,AGTT,,ANGSTROM TECHS.,EQ,19840604,NaT
636,AGTX,,AGENTIX,EQ,20150821,NaT
637,AGX,,ARGAN,EQ,19810925,NaT
638,AGXKF,,ANGLO ASIAN MINING (OTC),EQ,20140113,NaT
639,AGXPF,,SILVER X MINING (OTC),EQ,20100827,NaT
640,AGXTF,,ARGENTEX GROUP (OTC),EQ,20231020,NaT
641,AGXXF,,AGILYX (OTC),EQ,20210420,NaT
642,AGYP,,ALLIED ENERGY,EQ,20020813,NaT
643,AGYS,,AGILYSYS,EQ,19750102,NaT
644,AGYTF,,ALLERGY THERP. (OTC),EQ,20140113,NaT
645,AGZNF,,AEGEAN AIRLINES CR (OTC),EQ,20150108,NaT
646,AHAG,,ALPHA TECHNOLOGIES GP.,EQ,19860307,NaT
647,AHAHF,,DESIGN MILK (OTC),EQ,20160602,NaT
648,AHCD,,ARCHIVAL CD,EQ,19990428,NaT
649,AHCHF,,ANHUI CONCH CMT. (OTC) 'H',EQ,20140113,NaT
650,AHCHY,,ANHUI CONCH CEMENT UNSPONSORED 1:5,ADR,20081104,NaT
651,AHCO,,ADAPTHEALTH,EQ,20180524,NaT
652,AHELF,,AUSCAN RESOURCES (OTC),EQ,20140113,NaT
653,AHEXF,,ADECCO GROUP (OTC),EQ,20140113,NaT
654,AHEXY,,ADECCO GROUP ADR 2:1,ADR,20081013,NaT
655,AHFCF,,FLOW CAPITAL (OTC),EQ,19600101,NaT
656,AHFD,,ACTIVE HEALTH FOODS,EQ,20111027,NaT
657,AHFI,,ABST.HLTH.AND FIT.,EQ,19970620,NaT
658,AHG,,AKSO HEALTH GROUP ADR 1:3,ADR,20171103,NaT
659,AHGHF,,ALTHEA GROUP (OTC) HOLDINGS,EQ,20200225,NaT
660,AHGIF,,ALTERNATE HEALTH,EQ,20170127,NaT
661,AHH,,ARMADA HOFFLER PROPS.,EQ,20130508,NaT
662,AHHLF,,ARE HOLDINGS (OTC),EQ,20090302,NaT
663,AHI,,ADVD.HLTH.INTGE. AMER. DEPOSITORY,ADR,20211119,NaT
664,AHICF,,ASAHI INTECC (OTC),EQ,20130528,NaT
665,AHII,,AMERICAN HERITAGE INTL.,EQ,20130503,NaT
666,AHIX,,ALUF HOLDINGS,EQ,19841212,NaT
667,AHKSF,,ASAHI KASEI (OTC),EQ,20140113,NaT
668,AHKSY,,ASAHI KASEI ADR 1:2,ADR,19920529,NaT
669,AHLAS,,RSE ARCHIVE MEMB. INT SR.HONUS T206 HONUS,EQ,20221220,NaT
670,AHLCS,,RSE ARCHIVE MEMB. INT SR.39TEDWILL 1939 PL,EQ,20220826,NaT
671,AHLD,,ATD NEW HOLDINGS,EQ,20210112,NaT
672,AHLES,,RSE ARCHIVE MEMB. INT SR.09TROUT2 2009 MIK,EQ,20230131,NaT
673,AHLPRE,,ASPEN INSURANCE HOLDINGS 1000 DS,EQ,20190807,NaT
674,AHLPS,,RSE ARCHIVE MEMB. INT SR.97KOBE 1997 KOBE,EQ,20240212,NaT
675,AHLSS,,RSE ARCHIVE MEMB. INT SR.1986 TOPPS BARRY,EQ,20240306,NaT
676,AHLUS,,RSE ARCHIVE MEMB. INT SR.1941 DETECTIVE CO,EQ,20220726,NaT
677,AHNR,,ATHENA GOLD,EQ,20120724,NaT
678,AHODF,,AHOLD KON. (OTC),EQ,20140113,NaT
679,AHOTF,,AMERICAN HTL.INC. (OTC) PROPS.REIT LP,EQ,20130412,NaT
680,AHPIQ,,ALLIED HEALTHCARE PRODS,EQ,19920115,NaT
681,AHR,,AMERICAN HEALTHCARE REIT,EQ,20240207,NaT
682,AHRN,,AHREN ACQUISITION A,EQ,20220208,
683,AHRNU,,AHREN ACQUISITION UNITS,EQ,20211215,
684,AHRO,,AUTHENTIC HOLDINGS,EQ,20060630,NaT
685,AHRT,,AMERICAN HEALTHCARE REIT T,EQ,20230911,NaT
686,AHT,,ASHFORD HOSPLTY.TST.,EQ,20030821,NaT
687,AHTPRD,,ASHFORD HOSPITALITY 8.45% CUM.PFS.SR.D,EQ,20180319,NaT
688,AHTPRI,,ASHFORD HOSPITALITY 7. 50% PREF. SERIES I,EQ,20171110,NaT
689,AHTR,,AMERICAN HEALTHCARE REIT I,EQ,20230213,NaT
690,AHVBS,,RSE ARCHIVE MEMEBERSHIP INT SR.56AAR,EQ,20221114,NaT
691,AHWSF,,ATH.WT.SUPPLY & (OTC) SEWAGE,EQ,20190715,NaT
692,AI,,C3 AI A,EQ,20201209,NaT
693,AIABF,,CAPITAL A (OTC),EQ,20140113,NaT
694,AIAD,,AIADVERTISING,EQ,20120730,NaT
695,AIAGF,,AURUBIS (OTC),EQ,20140113,NaT
696,AIAGY,,AURUBIS UNSP.ADR 2:1,ADR,20140728,NaT
697,AIAPF,,ASCENTIAL (OTC),EQ,20190411,NaT
698,AIBAF,,AIB ACQUISITION A,EQ,20220223,NaT
699,AIBGY,,AIB GROUP ADR 1:2,ADR,20181123,NaT
700,AIBRF,,ALLIED IRISH BANKS (OTC),EQ,20140113,NaT
701,AICAF,,AIR CHINA 'H' (OTC),EQ,20140113,NaT
702,AICOF,,GENERATIVE AI (OTC) SOLUTIONS,EQ,20210602,NaT
703,AIDA,,AIDA PHARMACEUTICALS,EQ,20050914,NaT
704,AIEV,,THUNDER POWER HOLDINGS,EQ,20220808,NaT
705,AIFLF,,AIFUL (OTC),EQ,20140113,NaT
706,AIFLY,,AIFUL ADR 2:1,ADR,20021205,NaT
707,AIFM,,AIFARM,EQ,20160705,NaT
708,AIFS,,AGENT INFO.SOFTWARE,EQ,19750131,NaT
709,AIG,,AMERICAN INTL.GP.,EQ,19721214,NaT
710,AIGFF,,GENESIS AI (OTC),EQ,20170811,NaT
711,AIGI,,ARTISTMSS INTL.GP.,EQ,20001213,NaT
712,AIGPRA,,AMERICAN INTL GROUP DEPOSITARY SHARES EACH,EQ,20190308,
713,AIHLF,,ADCOCK INGRAM HDG. (OTC),EQ,20080827,NaT
714,AIHS,,SENMIAO TECHNOLOGY,EQ,20180316,NaT
715,AIIXY,,AIX.SE UNSP.GERM. ADR 1:2,ADR,20210202,NaT
716,AIJTY,,JIANPU TECHNOLOGY ADR 1:20,ADR,20171117,NaT
717,AIKO,,ALTERNATIVE INVESTMENT,EQ,20080609,NaT
718,AILE,,ILEARNINGENGINES,EQ,20210426,NaT
719,AILEW,,ILEARNINGENGINES WARRT. EXP 16 AP.2029,EQ,20210423,NaT
720,AILQF,,AIRIQ (OTC),EQ,19600101,NaT
721,AIM,,AIM IMMUNOTECH (ASE),EQ,19960712,NaT
722,AIMAU,,AIMFINITY INVESTMENT I UNITS,EQ,20220426,NaT
723,AIMBU,,AIMFINITY INVESTMENT I SUBUNIT,EQ,20220629,NaT
724,AIMD,,AINOS,EQ,20120725,NaT
725,AIMFF,,AIMIA (OTC),EQ,19600101,NaT
726,AIMH,,AIMRITE HDG.,EQ,19950725,NaT
727,AIMLF,,AI-ML INNOVATIONS (OTC),EQ,19600101,NaT
728,AIN,,ALBANY INTL.'A',EQ,19870915,NaT
729,AINC,,ASHFORD,EQ,20141107,NaT
730,AINMF,,NETRAMARK HOLDINGS (OTC),EQ,20210920,NaT
731,AINPF,,AIN HOLDINGS (OTC),EQ,20180727,NaT
732,AINSF,,AINSWORTH GAME (OTC) TECH.,EQ,20140113,NaT
733,AIOM,,AXIOM HOLDINGS,EQ,20160614,NaT
734,AIOSF,,ATRESMEDIA CORP (OTC),EQ,20131008,NaT
735,AIOT,,POWERFLEET,EQ,19990630,NaT
736,AIP,,ARTERIS,EQ,20211027,NaT
737,AIPG,,AI TECHNOLOGY GROUP,EQ,20070510,NaT
738,AIPUY,,AIRPORTS OF THAILAND PUBLIC ADR 1:10,ADR,20121004,NaT
739,AIQUF,,L AIR LQE.SC.ANYME.(OTC) POUR L ETUDE ET L EPXTN.,EQ,20110206,NaT
740,AIQUY,,L AIR LIQUIDE ADR 5:1,ADR,19840815,NaT
741,AIR,,AAR,EQ,19720424,NaT
742,AIRC,,APARTMENT INCOME REIT,EQ,20201215,NaT
743,AIRE,,REALPHA TECH,EQ,20231023,NaT
744,AIRG,,AIRGAIN,EQ,20160812,NaT
745,AIRI,,AIR INDUSTRIES GROUP,EQ,20001005,NaT
746,AIRJ,,MONTANA TECHNOLOGIES A,EQ,20220201,NaT
747,AIRJW,,MNTA.TECHS.EQ. WARRT.EXP 14TH MA.2029,EQ,20220131,NaT
748,AIRRF,,AURION RESOURCES (OTC),EQ,20110124,NaT
749,AIRS,,AIRSCULPT TECHNOLOGIES,EQ,20211029,NaT
750,AIRT,,AIR T,EQ,19840423,NaT
751,AIRYY,,AIR CHINA SPN.ADR.1:20,ADR,20060629,NaT
752,AISP,,AIRSHIP AI HOLDINGS A,EQ,20210510,NaT
753,AISSF,,AIS RESOURCES (OTC),EQ,20161108,NaT
754,AISXF,,AISIX SOLUTIONS (OTC),EQ,20210305,NaT
755,AIT,,APPLIED INDL.TECHS.,EQ,19620702,NaT
756,AITA,,WUNONG ASIA PACIFIC COMPANY,EQ,20120627,NaT
757,AITLF,,AIRTIFICIAL INTEL (OTC) STR,EQ,20210421,NaT
758,AITR,,AI TRANSPORTATION ACQUISITION,EQ,20240102,NaT
